time,P,G(i),H_sun,T2m,WS10m,Int
20231103:0010,0.0,0.0,0.0,10.82,1.31,0.0
20231103:0110,0.0,0.0,0.0,10.41,0.62,0.0
20231103:0210,0.0,0.0,0.0,10.08,1.03,0.0
20231103:0310,0.0,0.0,0.0,9.96,1.31,0.0
20231103:0410,0.0,0.0,0.0,10.02,1.79,0.0
20231103:0510,0.0,0.0,0.0,9.97,3.03,0.0
20231103:0610,0.0,0.0,0.0,9.96,3.38,0.0
20231103:0710,6.6,18.09,9.44,9.91,2.69,0.0
20231103:0810,17.97,34.37,17.61,9.99,3.1,0.0
20231103:0910,79.81,109.44,24.07,10.22,3.17,0.0
20231103:1010,464.17,554.41,28.21,11.37,2.76,0.0
20231103:1110,702.6,871.24,29.52,13.36,2.34,0.0
20231103:1210,691.34,865.57,27.82,15.04,2.14,0.0
20231103:1310,583.06,723.5,23.35,16.01,2.0,0.0
20231103:1410,427.87,528.2,16.64,16.15,1.38,0.0
20231103:1510,220.56,280.77,8.29,15.64,1.24,0.0
20231103:1610,0.0,0.0,0.0,14.2,1.17,0.0
20231103:1710,0.0,0.0,0.0,13.39,0.62,0.0
20231103:1810,0.0,0.0,0.0,12.21,0.48,0.0
20231103:1910,0.0,0.0,0.0,10.49,0.97,0.0
20231103:2010,0.0,0.0,0.0,9.78,0.97,0.0
20231103:2110,0.0,0.0,0.0,8.69,1.24,0.0
20231103:2210,0.0,0.0,0.0,7.36,1.52,0.0
20231103:2310,0.0,0.0,0.0,7.47,1.24,0.0
20231104:0010,0.0,0.0,0.0,7.67,1.17,0.0
20231104:0110,0.0,0.0,0.0,6.97,1.31,0.0
20231104:0210,0.0,0.0,0.0,7.72,0.9,0.0
20231104:0310,0.0,0.0,0.0,7.85,0.34,0.0
20231104:0410,0.0,0.0,0.0,7.54,0.83,0.0
20231104:0510,0.0,0.0,0.0,6.88,0.9,0.0
20231104:0610,0.0,0.0,0.0,6.7,0.69,0.0
20231104:0710,89.69,119.88,9.19,5.55,0.83,0.0
20231104:0810,143.4,180.29,17.34,7.52,0.48,0.0
20231104:0910,119.75,155.28,23.77,9.54,0.83,0.0
20231104:1010,244.12,297.71,27.9,11.2,1.79,0.0
20231104:1110,82.09,113.05,29.21,12.14,2.62,0.0
20231104:1210,75.87,105.82,27.52,12.28,2.69,0.0
20231104:1310,49.27,74.16,23.06,12.33,3.17,0.0
20231104:1410,31.62,52.46,16.38,12.47,3.1,0.0
20231104:1510,1.42,9.04,8.05,11.98,3.1,0.0
20231104:1610,0.0,0.0,0.0,11.07,3.79,0.0
20231104:1710,0.0,0.0,0.0,10.54,3.93,0.0
20231104:1810,0.0,0.0,0.0,10.02,4.41,0.0
20231104:1910,0.0,0.0,0.0,9.44,3.38,0.0
20231104:2010,0.0,0.0,0.0,9.32,3.1,0.0
20231104:2110,0.0,0.0,0.0,9.29,3.1,0.0
20231104:2210,0.0,0.0,0.0,9.19,3.31,0.0
20231104:2310,0.0,0.0,0.0,9.13,3.17,0.0
20231105:0010,0.0,0.0,0.0,9.07,2.83,0.0
20231105:0110,0.0,0.0,0.0,9.06,2.34,0.0
20231105:0210,0.0,0.0,0.0,8.99,2.0,0.0
20231105:0310,0.0,0.0,0.0,8.67,2.41,0.0
20231105:0410,0.0,0.0,0.0,8.49,2.83,0.0
20231105:0510,0.0,0.0,0.0,8.1,2.76,0.0
20231105:0610,0.0,0.0,0.0,7.61,2.28,0.0
20231105:0710,226.1,279.73,8.94,7.97,1.45,0.0
20231105:0810,458.02,548.31,17.06,9.21,1.38,0.0
20231105:0910,606.33,742.5,23.48,10.79,1.24,0.0
20231105:1010,677.73,848.11,27.6,12.02,1.1,0.0
20231105:1110,690.97,867.03,28.91,13.19,1.45,0.0
20231105:1210,679.21,852.16,27.22,13.91,1.52,0.0
20231105:1310,574.63,710.85,22.79,14.41,1.52,0.0
20231105:1410,419.48,511.18,16.12,14.55,1.86,0.0
20231105:1510,201.29,255.5,7.82,14.19,1.66,0.0
20231105:1610,0.0,0.0,0.0,13.02,1.66,0.0
20231105:1710,0.0,0.0,0.0,11.36,1.86,0.0
20231105:1810,0.0,0.0,0.0,10.05,1.86,0.0
20231105:1910,0.0,0.0,0.0,9.37,1.86,0.0
20231105:2010,0.0,0.0,0.0,8.48,2.0,0.0
20231105:2110,0.0,0.0,0.0,7.82,2.14,0.0
20231105:2210,0.0,0.0,0.0,7.26,2.07,0.0
20231105:2310,0.0,0.0,0.0,6.83,2.07,0.0
20231106:0010,0.0,0.0,0.0,6.35,1.93,0.0
20231106:0110,0.0,0.0,0.0,6.09,1.79,0.0
20231106:0210,0.0,0.0,0.0,5.73,1.79,0.0
20231106:0310,0.0,0.0,0.0,5.4,1.72,0.0
20231106:0410,0.0,0.0,0.0,4.95,1.45,0.0
20231106:0510,0.0,0.0,0.0,4.7,1.45,0.0
20231106:0610,0.0,0.0,0.0,4.35,1.59,0.0
20231106:0710,215.48,264.71,8.69,5.53,1.24,0.0
20231106:0810,445.87,532.18,16.8,8.13,1.1,0.0
20231106:0910,594.56,732.11,23.19,10.32,0.69,0.0
20231106:1010,665.26,842.51,27.3,12.38,0.55,0.0
20231106:1110,675.84,861.05,28.6,13.82,0.76,0.0
20231106:1210,675.76,863.71,26.93,14.82,0.83,0.0
20231106:1310,568.05,713.75,22.51,15.42,0.83,0.0
20231106:1410,413.56,510.89,15.87,15.54,0.97,0.0
20231106:1510,200.56,256.73,7.59,15.19,0.9,0.0
20231106:1610,0.0,0.0,0.0,14.15,1.38,0.0
20231106:1710,0.0,0.0,0.0,12.51,1.93,0.0
20231106:1810,0.0,0.0,0.0,11.4,2.0,0.0
20231106:1910,0.0,0.0,0.0,10.59,2.0,0.0
20231106:2010,0.0,0.0,0.0,10.15,2.21,0.0
20231106:2110,0.0,0.0,0.0,9.65,2.21,0.0
20231106:2210,0.0,0.0,0.0,9.26,2.28,0.0
20231106:2310,0.0,0.0,0.0,9.01,2.07,0.0
20231107:0010,0.0,0.0,0.0,8.77,1.86,0.0
20231107:0110,0.0,0.0,0.0,8.46,1.66,0.0
20231107:0210,0.0,0.0,0.0,8.16,1.66,0.0
20231107:0310,0.0,0.0,0.0,7.92,1.52,0.0
20231107:0410,0.0,0.0,0.0,7.89,1.17,0.0
20231107:0510,0.0,0.0,0.0,8.21,0.97,0.0
20231107:0610,0.0,0.0,0.0,7.69,1.31,0.0
20231107:0710,14.1,28.94,8.44,8.35,1.38,0.0
20231107:0810,243.17,295.95,16.53,10.64,1.24,0.0
20231107:0910,486.75,589.11,22.91,11.65,1.45,0.0
20231107:1010,415.09,502.35,27.0,12.21,1.45,0.0
20231107:1110,477.19,583.55,28.3,12.53,1.03,0.0
20231107:1210,665.2,847.45,26.64,12.88,0.41,0.0
20231107:1310,488.28,600.25,22.25,13.23,0.83,0.0
20231107:1410,405.68,495.38,15.63,13.44,1.03,0.0
20231107:1510,239.5,301.2,7.37,13.22,0.97,0.0
20231107:1610,0.0,0.0,0.0,12.42,0.9,0.0
20231107:1710,0.0,0.0,0.0,10.82,1.31,0.0
20231107:1810,0.0,0.0,0.0,9.97,1.45,0.0
20231107:1910,0.0,0.0,0.0,9.8,1.86,0.0
20231107:2010,0.0,0.0,0.0,8.72,2.14,0.0
20231107:2110,0.0,0.0,0.0,7.98,2.0,0.0
20231107:2210,0.0,0.0,0.0,7.36,1.93,0.0
20231107:2310,0.0,0.0,0.0,6.55,1.72,0.0
20231108:0010,0.0,0.0,0.0,5.92,1.72,0.0
20231108:0110,0.0,0.0,0.0,5.32,1.66,0.0
20231108:0210,0.0,0.0,0.0,4.89,1.59,0.0
20231108:0310,0.0,0.0,0.0,4.56,1.59,0.0
20231108:0410,0.0,0.0,0.0,4.41,1.72,0.0
20231108:0510,0.0,0.0,0.0,4.1,1.93,0.0
20231108:0610,0.0,0.0,0.0,3.87,1.93,0.0
20231108:0710,216.41,264.79,8.19,5.02,1.79,0.0
20231108:0810,457.46,536.44,16.26,6.26,2.07,0.0
20231108:0910,617.87,739.09,22.63,7.9,1.93,0.0
20231108:1010,694.47,850.9,26.71,9.88,1.79,0.0
20231108:1110,712.13,887.23,28.01,11.65,1.59,0.0
20231108:1210,703.7,886.37,26.36,12.81,1.24,0.0
20231108:1310,590.66,736.36,21.99,13.49,0.9,0.0
20231108:1410,433.82,534.4,15.39,13.61,0.55,0.0
20231108:1510,186.28,238.29,7.15,13.28,0.34,0.0
20231108:1610,0.0,0.0,0.0,12.03,0.62,0.0
20231108:1710,0.0,0.0,0.0,11.19,0.76,0.0
20231108:1810,0.0,0.0,0.0,10.26,0.83,0.0
20231108:1910,0.0,0.0,0.0,6.89,1.72,0.0
20231108:2010,0.0,0.0,0.0,7.02,1.31,0.0
20231108:2110,0.0,0.0,0.0,7.2,1.03,0.0
20231108:2210,0.0,0.0,0.0,7.02,0.97,0.0
20231108:2310,0.0,0.0,0.0,6.78,0.9,0.0
20231109:0010,0.0,0.0,0.0,6.73,0.69,0.0
20231109:0110,0.0,0.0,0.0,5.6,1.1,0.0
20231109:0210,0.0,0.0,0.0,5.51,1.17,0.0
20231109:0310,0.0,0.0,0.0,5.02,1.59,0.0
20231109:0410,0.0,0.0,0.0,4.83,1.72,0.0
20231109:0510,0.0,0.0,0.0,5.11,1.59,0.0
20231109:0610,0.0,0.0,0.0,5.75,1.31,0.0
20231109:0710,27.48,46.31,7.94,6.6,1.52,0.0
20231109:0810,368.99,439.06,16.0,8.29,1.24,0.0
20231109:0910,218.77,267.17,22.35,10.18,1.45,0.0
20231109:1010,47.36,71.45,26.42,10.69,2.14,0.0
20231109:1110,71.62,100.39,27.72,11.24,2.62,0.0
20231109:1210,153.56,194.56,26.08,11.82,2.76,0.0
20231109:1310,28.21,47.94,21.73,11.23,1.79,0.0
20231109:1410,29.7,49.74,15.16,10.8,1.72,0.0
20231109:1510,10.77,24.42,6.94,10.49,2.07,0.0
20231109:1610,0.0,0.0,0.0,10.23,2.28,0.0
20231109:1710,0.0,0.0,0.0,10.1,2.21,0.0
20231109:1810,0.0,0.0,0.0,9.95,2.0,0.0
20231109:1910,0.0,0.0,0.0,9.32,1.66,0.0
20231109:2010,0.0,0.0,0.0,9.22,1.59,0.0
20231109:2110,0.0,0.0,0.0,9.14,1.17,0.0
20231109:2210,0.0,0.0,0.0,8.97,0.62,0.0
20231109:2310,0.0,0.0,0.0,9.05,0.97,0.0
20231110:0010,0.0,0.0,0.0,8.94,1.03,0.0
20231110:0110,0.0,0.0,0.0,8.92,1.17,0.0
20231110:0210,0.0,0.0,0.0,8.81,1.38,0.0
20231110:0310,0.0,0.0,0.0,8.79,1.31,0.0
20231110:0410,0.0,0.0,0.0,8.47,1.24,0.0
20231110:0510,0.0,0.0,0.0,8.35,1.24,0.0
20231110:0610,0.0,0.0,0.0,8.3,1.1,0.0
20231110:0710,28.95,48.43,7.7,7.96,1.03,0.0
20231110:0810,63.19,89.63,15.74,8.7,0.9,0.0
20231110:0910,153.08,192.79,22.07,9.18,0.48,0.0
20231110:1010,157.51,199.36,26.13,10.24,0.28,0.0
20231110:1110,124.92,162.71,27.44,11.06,0.41,0.0
20231110:1210,157.98,200.77,25.81,11.56,0.48,0.0
20231110:1310,237.62,291.72,21.48,11.97,0.83,0.0
20231110:1410,137.4,176.17,14.93,12.23,1.24,0.0
20231110:1510,100.19,135.01,6.73,12.07,1.38,0.0
20231110:1610,0.0,0.0,0.0,11.33,1.93,0.0
20231110:1710,0.0,0.0,0.0,10.13,2.34,0.0
20231110:1810,0.0,0.0,0.0,8.72,2.48,0.0
20231110:1910,0.0,0.0,0.0,8.41,2.48,0.0
20231110:2010,0.0,0.0,0.0,7.45,2.34,0.0
20231110:2110,0.0,0.0,0.0,6.46,2.14,0.0
20231110:2210,0.0,0.0,0.0,5.73,2.07,0.0
20231110:2310,0.0,0.0,0.0,4.92,2.07,0.0
20231111:0010,0.0,0.0,0.0,4.36,1.93,0.0
20231111:0110,0.0,0.0,0.0,3.81,1.86,0.0
20231111:0210,0.0,0.0,0.0,3.65,1.93,0.0
20231111:0310,0.0,0.0,0.0,3.29,2.0,0.0
20231111:0410,0.0,0.0,0.0,2.9,1.93,0.0
20231111:0510,0.0,0.0,0.0,2.63,2.07,0.0
20231111:0610,0.0,0.0,0.0,2.47,2.07,0.0
20231111:0710,211.92,257.43,7.46,3.08,2.21,0.0
20231111:0810,459.07,535.89,15.48,5.6,2.28,0.0
20231111:0910,622.4,741.63,21.8,8.19,2.41,0.0
20231111:1010,696.08,846.69,25.85,10.44,2.48,0.0
20231111:1110,717.97,884.43,27.16,12.3,2.55,0.0
20231111:1210,701.31,869.82,25.55,13.6,2.34,0.0
20231111:1310,581.2,717.79,21.23,14.27,1.66,0.0
20231111:1410,423.26,519.41,14.71,14.5,1.17,0.0
20231111:1510,215.07,272.37,6.53,13.74,1.17,0.0
20231111:1610,0.0,0.0,0.0,11.54,1.59,0.0
20231111:1710,0.0,0.0,0.0,8.99,1.59,0.0
20231111:1810,0.0,0.0,0.0,7.11,1.86,0.0
20231111:1910,0.0,0.0,0.0,6.36,2.0,0.0
20231111:2010,0.0,0.0,0.0,5.69,1.86,0.0
20231111:2110,0.0,0.0,0.0,4.86,2.0,0.0
20231111:2210,0.0,0.0,0.0,4.43,1.86,0.0
20231111:2310,0.0,0.0,0.0,4.32,1.66,0.0
20231112:0010,0.0,0.0,0.0,4.44,1.38,0.0
20231112:0110,0.0,0.0,0.0,5.46,1.03,0.0
20231112:0210,0.0,0.0,0.0,5.59,0.62,0.0
20231112:0310,0.0,0.0,0.0,5.52,0.62,0.0
20231112:0410,0.0,0.0,0.0,5.65,0.28,0.0
20231112:0510,0.0,0.0,0.0,4.97,1.1,0.0
20231112:0610,0.0,0.0,0.0,5.14,1.52,0.0
20231112:0710,5.6,16.28,7.22,5.96,1.31,0.0
20231112:0810,169.43,208.62,15.23,7.16,0.97,0.0
20231112:0910,96.46,127.89,21.53,8.54,1.45,0.0
20231112:1010,27.75,47.03,25.57,9.5,1.86,0.0
20231112:1110,49.01,73.26,26.88,9.97,1.72,0.0
20231112:1210,139.75,178.5,25.29,10.64,1.59,0.0
20231112:1310,560.72,681.03,20.99,11.04,1.45,0.0
20231112:1410,294.55,355.76,14.49,11.25,1.31,0.0
20231112:1510,162.89,207.51,6.34,10.85,1.24,0.0
20231112:1610,0.0,0.0,0.0,10.11,1.66,0.0
20231112:1710,0.0,0.0,0.0,9.23,1.66,0.0
20231112:1810,0.0,0.0,0.0,8.48,1.72,0.0
20231112:1910,0.0,0.0,0.0,6.85,1.79,0.0
20231112:2010,0.0,0.0,0.0,5.44,1.86,0.0
20231112:2110,0.0,0.0,0.0,4.51,1.72,0.0
20231112:2210,0.0,0.0,0.0,4.15,1.79,0.0
20231112:2310,0.0,0.0,0.0,4.28,1.52,0.0
20231113:0010,0.0,0.0,0.0,3.94,1.66,0.0
20231113:0110,0.0,0.0,0.0,4.01,1.52,0.0
20231113:0210,0.0,0.0,0.0,4.66,1.17,0.0
20231113:0310,0.0,0.0,0.0,4.58,1.31,0.0
20231113:0410,0.0,0.0,0.0,3.92,1.52,0.0
20231113:0510,0.0,0.0,0.0,3.86,1.72,0.0
20231113:0610,0.0,0.0,0.0,4.03,1.72,0.0
20231113:0710,189.44,232.93,6.98,3.58,1.93,0.0
20231113:0810,363.59,426.53,14.98,5.83,1.59,0.0
20231113:0910,559.12,668.19,21.27,8.63,1.72,0.0
20231113:1010,625.77,759.07,25.3,10.91,2.14,0.0
20231113:1110,604.54,738.9,26.61,12.39,2.0,0.0
20231113:1210,648.87,805.2,25.03,13.33,1.66,0.0
20231113:1310,572.78,712.0,20.76,13.87,0.97,0.0
20231113:1410,121.67,159.42,14.28,13.82,0.83,0.0
20231113:1510,122.44,162.43,6.15,13.38,0.69,0.0
20231113:1610,0.0,0.0,0.0,11.79,1.38,0.0
20231113:1710,0.0,0.0,0.0,10.68,0.76,0.0
20231113:1810,0.0,0.0,0.0,9.85,0.76,0.0
20231113:1910,0.0,0.0,0.0,7.83,1.1,0.0
20231113:2010,0.0,0.0,0.0,7.34,1.24,0.0
20231113:2110,0.0,0.0,0.0,7.65,0.62,0.0
20231113:2210,0.0,0.0,0.0,7.07,0.69,0.0
20231113:2310,0.0,0.0,0.0,5.76,0.9,0.0
20231114:0010,0.0,0.0,0.0,5.29,1.03,0.0
20231114:0110,0.0,0.0,0.0,5.29,1.17,0.0
20231114:0210,0.0,0.0,0.0,5.22,1.31,0.0
20231114:0310,0.0,0.0,0.0,4.98,1.38,0.0
20231114:0410,0.0,0.0,0.0,5.07,1.52,0.0
20231114:0510,0.0,0.0,0.0,5.31,1.38,0.0
20231114:0610,0.0,0.0,0.0,5.4,1.31,0.0
20231114:0710,18.75,35.01,6.74,6.05,1.38,0.0
20231114:0810,359.47,426.24,14.73,7.79,1.38,0.0
20231114:0910,107.3,140.46,21.01,9.32,1.72,0.0
20231114:1010,67.65,95.87,25.03,11.37,1.86,0.0
20231114:1110,56.54,83.21,26.35,12.94,1.93,0.0
20231114:1210,43.62,67.83,24.78,14.05,2.0,0.0
20231114:1310,42.73,66.93,20.53,14.72,1.72,0.0
20231114:1410,14.91,30.75,14.08,14.57,0.83,0.0
20231114:1510,5.87,17.18,5.97,14.0,0.34,0.0
20231114:1610,0.0,0.0,0.0,12.66,1.72,0.0
20231114:1710,0.0,0.0,0.0,11.63,1.66,0.0
20231114:1810,0.0,0.0,0.0,10.47,1.17,0.0
20231114:1910,0.0,0.0,0.0,9.63,0.62,0.0
20231114:2010,0.0,0.0,0.0,9.79,0.55,0.0
20231114:2110,0.0,0.0,0.0,8.31,1.38,0.0
20231114:2210,0.0,0.0,0.0,7.52,1.52,0.0
20231114:2310,0.0,0.0,0.0,7.36,1.59,0.0
20231115:0010,0.0,0.0,0.0,7.06,1.66,0.0
20231115:0110,0.0,0.0,0.0,7.17,1.72,0.0
20231115:0210,0.0,0.0,0.0,7.31,1.86,0.0
20231115:0310,0.0,0.0,0.0,7.4,1.59,0.0
20231115:0410,0.0,0.0,0.0,7.67,1.86,0.0
20231115:0510,0.0,0.0,0.0,7.68,2.34,0.0
20231115:0610,0.0,0.0,0.0,7.57,2.62,0.0
20231115:0710,51.85,76.68,6.51,8.01,3.1,0.0
20231115:0810,178.25,218.81,14.48,8.99,2.83,0.0
20231115:0910,432.29,513.31,20.75,11.03,2.9,0.0
20231115:1010,662.46,809.04,24.77,13.31,2.97,0.0
20231115:1110,683.91,845.61,26.09,15.53,3.17,0.0
20231115:1210,660.67,824.54,24.54,17.02,2.76,0.0
20231115:1310,551.0,683.23,20.31,17.79,2.48,0.0
20231115:1410,389.37,479.2,13.88,17.56,2.34,0.0
20231115:1510,126.44,168.59,5.79,16.35,2.34,0.0
20231115:1610,0.0,0.0,0.0,14.22,2.21,0.0
20231115:1710,0.0,0.0,0.0,12.08,2.83,0.0
20231115:1810,0.0,0.0,0.0,10.36,2.9,0.0
20231115:1910,0.0,0.0,0.0,10.28,2.69,0.0
20231115:2010,0.0,0.0,0.0,9.08,2.69,0.0
20231115:2110,0.0,0.0,0.0,8.08,2.62,0.0
20231115:2210,0.0,0.0,0.0,7.43,2.48,0.0
20231115:2310,0.0,0.0,0.0,6.58,2.34,0.0
20231116:0010,0.0,0.0,0.0,6.1,2.14,0.0
20231116:0110,0.0,0.0,0.0,5.86,2.0,0.0
20231116:0210,0.0,0.0,0.0,5.79,1.72,0.0
20231116:0310,0.0,0.0,0.0,5.91,1.45,0.0
20231116:0410,0.0,0.0,0.0,5.42,1.45,0.0
20231116:0510,0.0,0.0,0.0,4.73,1.52,0.0
20231116:0610,0.0,0.0,0.0,5.11,1.38,0.0
20231116:0710,151.75,193.13,6.28,6.3,0.9,0.0
20231116:0810,256.02,308.11,14.24,7.47,0.34,0.0
20231116:0910,258.0,312.7,20.5,9.59,0.48,0.0
20231116:1010,290.92,355.01,24.51,11.31,0.28,0.0
20231116:1110,484.91,598.15,25.84,12.25,0.34,0.0
20231116:1210,189.95,238.45,24.3,12.9,0.62,0.0
20231116:1310,162.8,206.35,20.09,13.23,1.24,0.0
20231116:1410,118.01,154.95,13.68,13.26,0.48,0.0
20231116:1510,7.05,18.99,5.62,12.81,0.55,0.0
20231116:1610,0.0,0.0,0.0,11.77,0.83,0.0
20231116:1710,0.0,0.0,0.0,11.39,0.62,0.0
20231116:1810,0.0,0.0,0.0,11.02,0.28,0.0
20231116:1910,0.0,0.0,0.0,9.88,0.97,0.0
20231116:2010,0.0,0.0,0.0,8.89,1.03,0.0
20231116:2110,0.0,0.0,0.0,7.37,1.52,0.0
20231116:2210,0.0,0.0,0.0,6.77,1.86,0.0
20231116:2310,0.0,0.0,0.0,6.32,2.0,0.0
20231117:0010,0.0,0.0,0.0,6.1,1.93,0.0
20231117:0110,0.0,0.0,0.0,5.65,2.21,0.0
20231117:0210,0.0,0.0,0.0,5.13,2.69,0.0
20231117:0310,0.0,0.0,0.0,5.15,3.03,0.0
20231117:0410,0.0,0.0,0.0,5.09,3.31,0.0
20231117:0510,0.0,0.0,0.0,5.02,3.59,0.0
20231117:0610,0.0,0.0,0.0,4.96,3.66,0.0
20231117:0710,164.73,205.87,6.05,5.12,3.24,0.0
20231117:0810,418.79,489.65,14.0,7.07,2.97,0.0
20231117:0910,588.14,700.78,20.25,10.19,3.03,0.0
20231117:1010,690.36,844.43,24.26,13.04,3.03,0.0
20231117:1110,695.03,858.89,25.59,14.9,3.1,0.0
20231117:1210,660.34,813.33,24.06,15.9,3.45,0.0
20231117:1310,558.04,679.8,19.88,16.13,3.59,0.0
20231117:1410,405.8,489.78,13.5,15.61,4.07,0.0
20231117:1510,127.43,167.86,5.46,14.37,4.21,0.0
20231117:1610,0.0,0.0,0.0,12.87,4.14,0.0
20231117:1710,0.0,0.0,0.0,11.74,3.93,0.0
20231117:1810,0.0,0.0,0.0,11.02,3.79,0.0
20231117:1910,0.0,0.0,0.0,10.37,3.52,0.0
20231117:2010,0.0,0.0,0.0,9.42,3.24,0.0
20231117:2110,0.0,0.0,0.0,8.4,3.03,0.0
20231117:2210,0.0,0.0,0.0,7.34,2.83,0.0
20231117:2310,0.0,0.0,0.0,6.37,2.69,0.0
20231118:0010,0.0,0.0,0.0,5.52,2.48,0.0
20231118:0110,0.0,0.0,0.0,4.6,2.14,0.0
20231118:0210,0.0,0.0,0.0,3.8,2.14,0.0
20231118:0310,0.0,0.0,0.0,3.51,2.07,0.0
20231118:0410,0.0,0.0,0.0,3.77,2.0,0.0
20231118:0510,0.0,0.0,0.0,4.29,1.79,0.0
20231118:0610,0.0,0.0,0.0,4.06,1.86,0.0
20231118:0710,129.55,164.5,5.83,2.74,2.28,0.0
20231118:0810,404.88,472.66,13.76,5.15,1.86,0.0
20231118:0910,563.48,674.38,20.0,8.94,1.79,0.0
20231118:1010,667.22,815.74,24.01,10.6,1.86,0.0
20231118:1110,683.5,844.28,25.35,11.76,1.79,0.0
20231118:1210,624.16,768.0,23.84,12.55,1.72,0.0
20231118:1310,551.3,674.74,19.68,13.16,1.59,0.0
20231118:1410,412.75,501.42,13.32,13.22,1.45,0.0
20231118:1510,115.0,152.88,5.3,12.44,1.38,0.0
20231118:1610,0.0,0.0,0.0,10.68,1.86,0.0
20231118:1710,0.0,0.0,0.0,8.5,1.72,0.0
20231118:1810,0.0,0.0,0.0,6.82,1.72,0.0
20231118:1910,0.0,0.0,0.0,7.17,1.31,0.0
20231118:2010,0.0,0.0,0.0,6.84,1.24,0.0
20231118:2110,0.0,0.0,0.0,6.99,1.03,0.0
20231118:2210,0.0,0.0,0.0,7.04,0.9,0.0
20231118:2310,0.0,0.0,0.0,5.68,1.17,0.0
20231119:0010,0.0,0.0,0.0,5.37,1.17,0.0
20231119:0110,0.0,0.0,0.0,5.44,1.03,0.0
20231119:0210,0.0,0.0,0.0,5.34,0.97,0.0
20231119:0310,0.0,0.0,0.0,4.29,1.17,0.0
20231119:0410,0.0,0.0,0.0,3.91,1.24,0.0
20231119:0510,0.0,0.0,0.0,3.55,1.24,0.0
20231119:0610,0.0,0.0,0.0,3.07,1.38,0.0
20231119:0710,113.64,146.67,5.6,2.4,1.72,0.0
20231119:0810,370.8,434.09,13.53,4.99,1.38,0.0
20231119:0910,418.9,497.25,19.76,8.69,1.45,0.0
20231119:1010,565.17,683.35,23.77,10.66,1.72,0.0
20231119:1110,574.24,699.04,25.11,12.02,1.86,0.0
20231119:1210,612.76,751.3,23.62,12.83,1.93,0.0
20231119:1310,539.49,658.22,19.48,13.24,1.72,0.0
20231119:1410,364.21,441.58,13.14,13.19,1.52,0.0
20231119:1510,96.33,131.06,5.14,12.56,1.17,0.0
20231119:1610,0.0,0.0,0.0,10.95,1.31,0.0
20231119:1710,0.0,0.0,0.0,9.03,1.24,0.0
20231119:1810,0.0,0.0,0.0,8.06,0.97,0.0
20231119:1910,0.0,0.0,0.0,6.76,1.03,0.0
20231119:2010,0.0,0.0,0.0,6.14,1.1,0.0
20231119:2110,0.0,0.0,0.0,5.5,1.1,0.0
20231119:2210,0.0,0.0,0.0,4.95,1.17,0.0
20231119:2310,0.0,0.0,0.0,4.32,1.17,0.0
20231120:0010,0.0,0.0,0.0,4.03,1.24,0.0
20231120:0110,0.0,0.0,0.0,3.76,1.31,0.0
20231120:0210,0.0,0.0,0.0,4.0,1.17,0.0
20231120:0310,0.0,0.0,0.0,3.66,1.24,0.0
20231120:0410,0.0,0.0,0.0,3.43,1.24,0.0
20231120:0510,0.0,0.0,0.0,3.59,1.03,0.0
20231120:0610,0.0,0.0,0.0,3.84,0.83,0.0
20231120:0710,9.89,22.61,5.39,3.79,0.28,0.0
20231120:0810,52.66,75.97,13.3,4.48,0.34,0.0
20231120:0910,102.71,134.18,19.52,6.86,0.48,0.0
20231120:1010,93.16,124.65,23.53,8.91,0.69,0.0
20231120:1110,123.57,160.34,24.88,10.45,0.76,0.0
20231120:1210,338.03,409.98,23.4,11.59,0.69,0.0
20231120:1310,314.92,382.02,19.29,12.04,0.83,0.0
20231120:1410,143.21,182.54,12.97,12.15,1.1,0.0
20231120:1510,0.0,4.52,5.0,11.64,1.31,0.0
20231120:1610,0.0,0.0,0.0,10.33,1.86,0.0
20231120:1710,0.0,0.0,0.0,9.05,2.0,0.0
20231120:1810,0.0,0.0,0.0,8.5,1.93,0.0
20231120:1910,0.0,0.0,0.0,7.93,1.59,0.0
20231120:2010,0.0,0.0,0.0,7.27,1.86,0.0
20231120:2110,0.0,0.0,0.0,7.09,1.93,0.0
20231120:2210,0.0,0.0,0.0,7.09,1.79,0.0
20231120:2310,0.0,0.0,0.0,7.03,1.52,0.0
20231121:0010,0.0,0.0,0.0,6.8,1.38,0.0
20231121:0110,0.0,0.0,0.0,6.85,1.31,0.0
20231121:0210,0.0,0.0,0.0,7.08,1.31,0.0
20231121:0310,0.0,0.0,0.0,7.23,1.24,0.0
20231121:0410,0.0,0.0,0.0,7.09,1.24,0.0
20231121:0510,0.0,0.0,0.0,7.04,1.17,0.0
20231121:0610,0.0,0.0,0.0,7.0,1.1,0.0
20231121:0710,47.09,71.47,5.17,7.68,0.62,0.0
20231121:0810,132.17,167.73,13.07,8.47,0.97,0.0
20231121:0910,537.48,645.21,19.29,9.45,1.52,0.0
20231121:1010,641.44,784.14,23.3,10.76,1.66,0.0
20231121:1110,629.77,776.32,24.66,11.68,1.38,0.0
20231121:1210,667.27,837.54,23.2,12.55,0.97,0.0
20231121:1310,549.82,684.13,19.1,13.09,0.48,0.0
20231121:1410,374.39,459.05,12.81,13.23,0.41,0.0
20231121:1510,104.3,140.67,4.86,12.64,0.83,0.0
20231121:1610,0.0,0.0,0.0,10.81,1.17,0.0
20231121:1710,0.0,0.0,0.0,8.82,1.38,0.0
